date,geography,geography code,Total,White: Total,White: English/Welsh/Scottish/Northern Irish/British,White: Irish,White: Gypsy or Irish Traveller,White: Roma,White: Other White,Mixed/multiple ethnic groups: Total,Mixed/multiple ethnic groups: White and Black Caribbean,Mixed/multiple ethnic groups: White and Black African,Mixed/multiple ethnic groups: White and Asian,Mixed/multiple ethnic groups: Other Mixed,Asian/Asian British: Total,Asian/Asian British: Indian,Asian/Asian British: Pakistani,Asian/Asian British: Bangladeshi,Asian/Asian British: Chinese,Asian/Asian British: Other Asian,Black/African/Caribbean/Black British: Total,Black/African/Caribbean/Black British: African,Black/African/Caribbean/Black British: Caribbean,Black/African/Caribbean/Black British: Other Black,Other ethnic group: Total,Other ethnic group: Arab,Other ethnic group: Any other ethnic group
2011,Delyn,W07000042,70001,69127,67615,285,0,34,1193,334,107,55,93,79,405,102,45,35,109,114,63,37,16,10,72,12,60
2011,Alyn and Deeside,W07000043,82505,81034,78570,408,0,61,1995,517,160,66,165,126,796,194,42,188,214,158,79,51,26,2,79,38,41
2011,Wrexham,W07000044,70741,67692,63863,321,0,53,3455,641,153,116,201,171,1854,747,149,126,336,496,404,347,26,31,150,68,82
2011,Llanelli,W07000045,81245,79576,77020,289,0,212,2055,449,149,61,140,99,970,266,108,62,161,373,107,40,43,24,143,59,84
2011,Gower,W07000046,77819,76205,74957,332,0,18,898,524,146,58,191,129,715,236,84,57,148,190,139,80,40,19,236,149,87
2011,Swansea West,W07000047,80668,72084,69146,480,0,35,2423,984,213,148,371,252,4707,741,330,1330,1503,803,1168,1054,67,47,1725,1267,458
2011,Swansea East,W07000048,80536,76408,74552,289,0,32,1535,652,189,74,219,170,2381,500,177,557,401,746,676,573,65,38,419,278,141
2011,Aberavon,W07000049,66133,64537,63701,246,0,88,502,485,220,36,126,103,827,155,78,212,157,225,196,72,113,11,88,41,47
2011,Cardiff Central,W07000050,88097,71092,65661,857,0,75,4499,2534,740,375,782,637,10188,2566,2557,1349,1956,1760,1810,1274,312,224,2473,1740,733
2011,Cardiff North,W07000051,88114,80075,77406,554,0,45,2070,1740,606,247,516,371,4479,1664,675,490,715,935,740,501,156,83,1080,721,359
2011,Rhondda,W07000052,69576,68235,67836,75,0,12,312,364,166,37,88,73,593,91,42,37,210,213,313,276,21,16,71,29,42
2011,Torfaen,W07000053,81108,79508,78617,265,0,154,472,528,198,92,118,120,851,154,59,65,183,390,131,38,64,29,90,12,78
2011,Monmouth,W07000054,83733,81964,80281,387,0,6,1290,592,175,53,220,144,884,215,49,55,173,392,167,84,59,24,126,68,58
2011,Newport East,W07000055,77892,71392,69412,322,0,46,1612,1257,590,188,295,184,3862,452,1736,881,319,474,971,567,304,100,410,216,194
2011,Newport West,W07000056,85401,76918,74417,497,0,39,1965,1602,766,181,406,249,4266,814,1401,868,326,857,1579,937,488,154,1036,713,323
2011,Arfon,W07000057,60573,57156,55718,333,0,76,1029,597,163,83,207,144,1862,383,188,139,837,315,211,168,24,19,747,595,152
2011,Aberconwy,W07000058,56415,55195,53693,428,0,25,1049,474,160,81,128,105,496,113,34,50,156,143,97,57,16,24,153,84,69
2011,Clwyd West,W07000059,73920,72132,70739,478,0,46,869,532,161,53,201,117,942,233,79,86,322,222,114,62,43,9,200,122,78
2011,Vale of Clwyd,W07000060,71101,69073,67837,420,0,27,789,565,208,62,178,117,1217,206,143,109,231,528,142,98,27,17,104,33,71
2011,Dwyfor Meirionnydd,W07000061,61301,60417,59354,237,0,77,749,367,124,43,125,75,308,78,32,37,68,93,78,27,46,5,131,105,26
2011,Clwyd South,W07000062,71629,70358,68837,218,0,52,1251,443,127,72,162,82,494,115,34,80,103,162,228,180,34,14,106,28,78
2011,Montgomeryshire,W07000063,63779,63049,61447,220,0,77,1305,346,96,45,128,77,274,57,2,42,49,124,64,23,31,10,46,7,39
2011,Ceredigion,W07000064,75922,73443,70717,478,0,74,2174,736,198,75,251,212,1099,367,81,91,322,238,266,164,86,16,378,197,181
2011,Preseli Pembrokeshire,W07000065,76587,75101,73438,508,0,121,1034,445,147,45,149,104,798,236,53,83,126,300,124,71,18,35,119,51,68
2011,Carmarthen West and South Pembrokeshire,W07000066,77338,75711,73446,492,0,395,1378,507,159,58,195,95,823,267,43,39,126,348,123,68,41,14,174,44,130
2011,Carmarthen East and Dinefwr,W07000067,71046,70056,68779,299,0,61,917,365,105,32,141,87,438,135,24,36,90,153,104,30,57,17,83,39,44
2011,Brecon and Radnorshire,W07000068,69197,67778,66326,282,0,51,1119,414,112,37,166,99,868,88,7,25,122,626,68,19,39,10,69,16,53
2011,Neath,W07000069,73679,72550,71749,228,0,37,536,425,164,39,136,86,542,125,47,99,123,148,103,25,62,16,59,12,47
2011,Cynon Valley,W07000070,68952,67470,66757,158,0,12,543,392,142,59,88,103,717,135,84,18,245,235,281,235,36,10,92,38,54
2011,Merthyr Tydfil and Rhymney,W07000071,75220,73617,71755,140,0,65,1657,525,176,53,161,135,788,202,61,47,152,326,169,125,29,15,121,39,82
2011,Blaenau Gwent,W07000072,69814,68750,67954,102,0,72,622,394,163,36,106,89,485,202,39,26,122,96,95,56,33,6,90,12,78
2011,Bridgend,W07000073,79873,77624,75799,301,0,50,1474,665,235,62,198,170,1186,252,105,78,252,499,202,101,75,26,196,70,126
2011,Ogmore,W07000074,74738,73583,72785,222,0,26,550,433,147,66,92,128,532,136,19,40,156,181,145,68,55,22,45,13,32
2011,Pontypridd,W07000075,80449,77419,76195,300,0,16,908,650,198,88,218,146,1551,379,139,47,558,428,682,612,33,37,147,85,62
2011,Caerphilly,W07000076,86980,85329,84189,261,0,20,859,631,243,86,169,133,785,219,71,12,276,207,137,82,52,3,98,33,65
2011,Islwyn,W07000077,75408,74290,73590,123,0,8,569,480,189,54,117,120,469,74,41,18,187,149,79,32,41,6,90,27,63
2011,Vale of Glamorgan,W07000078,97733,94615,92812,421,0,18,1364,1304,522,177,302,303,1203,317,163,76,311,336,379,128,184,67,232,114,118
2011,Cardiff West,W07000079,91027,79608,76225,659,0,52,2672,2583,1033,475,583,492,6176,1723,1137,1707,768,841,1592,909,355,328,1068,633,435
2011,Cardiff South and Penarth,W07000080,107455,89562,84906,695,0,352,3609,3565,1369,715,707,774,7806,2182,2038,1337,872,1377,4169,2566,567,1036,2353,1673,680
